id,variety,puc,block,area,description,geometry
414,Star Ruby,Southampton,S08,0.71,STR 1,"POLYGON ((30.72561478133963 -24.351986082545665, 30.725611641478174 -24.351976528453704, 30.72561264623384 -24.35196371338305, 30.725618297984454 -24.351953587187392, 30.725633934494482 -24.351934364577097, 30.72565509716066 -24.351917258739984, 30.72571450333931 -24.351882761007687, 30.725735414816576 -24.351868687302268, 30.72578759931389 -24.351828983428, 30.725824053105335 -24.35179585867367, 30.725988801635665 -24.351634010671575, 30.726273116090056 -24.351347444094863, 30.72635629101989 -24.35126008385126, 30.726403043556896 -24.35120796515033, 30.7265530347384 -24.35102657921631, 30.726573035655846 -24.35100429570391, 30.72657815363001 -24.351000033516993, 30.72658738482268 -24.35099585714495, 30.72660057224077 -24.350993225458406, 30.726622394277857 -24.350996915540623, 30.726630714910705 -24.351001234938977, 30.726636586451612 -24.35100967349839, 30.726614136442237 -24.35105790180154, 30.72654339536375 -24.351196922864347, 30.72613511917929 -24.35197555518699, 30.726059103133565 -24.352115434383172, 30.72602961983454 -24.352164806864156, 30.72601096905752 -24.352176477713925, 30.726000607514727 -24.35217853727692, 30.725994390589047 -24.35217647771691, 30.725749198808344 -24.352061828712547, 30.725647373101495 -24.35201262803896, 30.72563013526213 -24.352003245583376, 30.72561967952349 -24.35199363428258, 30.72561478133963 -24.351986082545665))"
420,Star Ruby,Southampton,S17,1.43,STR 3,"POLYGON ((30.816946732219506 -24.34191889174033, 30.81640868292753 -24.343548159405284, 30.816290497830774 -24.343576342005278, 30.81592594226309 -24.343579069353662, 30.815424791997028 -24.343615433998828, 30.815759094973078 -24.34260499928615, 30.816946732219506 -24.34191889174033))"
421,Star Ruby,Southampton,S18,1.3,STR 3,"POLYGON ((30.81689005991777 -24.339423954086485, 30.815911850963072 -24.342373126808642, 30.815182739827687 -24.342820411944064, 30.815077282356736 -24.342851321892446, 30.815000916601907 -24.342842230731158, 30.814926369079338 -24.34279132022794, 30.814886992266015 -24.342609659826813, 30.81569911778891 -24.340211248654118, 30.81689005991777 -24.339423954086485))"
422,Star Ruby,Southampton,S19,1.46,STR 3,"POLYGON ((30.829892190173343 -24.352192249163878, 30.829937292343402 -24.352181976828074, 30.830233275334425 -24.35205100447349, 30.830416525972982 -24.35198051656162, 30.83082764352491 -24.352838410664496, 30.829965389349088 -24.353188523075648, 30.829878027797655 -24.353018061511875, 30.829824758558974 -24.35290939226497, 30.829792797015767 -24.352798592248515, 30.829777881628935 -24.352623869145646, 30.829773620089842 -24.352510938359643, 30.829786404707136 -24.35231277679176, 30.829809843172143 -24.3522424613967, 30.829892190173343 -24.352192249163878))"
423,Star Ruby,Southampton,S20,0.73,STR 3,"POLYGON ((30.83287257609166 -24.351356124879977, 30.833852389325788 -24.35133495257259, 30.83387999632507 -24.35234538031516, 30.832885720302162 -24.35234945327751, 30.83287257609166 -24.351356124879977))"
424,Star Ruby,Southampton,S21,0.95,STR 3,"POLYGON ((30.82581462567614 -24.33679956310141, 30.826521008908298 -24.336385915262756, 30.826689195392145 -24.33630773127567, 30.82689089068593 -24.337150946815303, 30.826043722940625 -24.337288667578754, 30.825952811327735 -24.337286849346498, 30.82581462567614 -24.33679956310141))"
425,Star Ruby,Southampton,S22,2.23,STR 3,"POLYGON ((30.80404298739903 -24.333841804524493, 30.804807222665854 -24.33401798697712, 30.804452325074113 -24.33520327582612, 30.803698209582354 -24.33499932294218, 30.80404298739903 -24.333841804524493))"
429,Midknight,Blyderus,BR02B,2.78,Blyderus MKN,"POLYGON ((30.827434080408413 -24.331661430828625, 30.82732265470608 -24.33165957373359, 30.827383030789175 -24.331449652125126, 30.827434080408413 -24.331661430828625))"
435,Valencia Late,Blyderus,BR11B,0.68,Blyderus Late,"POLYGON ((30.8174782318607 -24.334618303011965, 30.818395646686653 -24.33488874275658, 30.817880405854112 -24.336755176384656, 30.816931474725955 -24.336493628885343, 30.8174782318607 -24.334618303011965))"
436,Valencia Late,Blyderus,BR12B,0.88,Blyderus Late,"POLYGON ((30.81155370436701 -24.33732311909489, 30.81147270509959 -24.33754287076614, 30.81074339589587 -24.33737233260199, 30.81084080623462 -24.33710326435495, 30.81155370436701 -24.33732311909489))"
437,Midknight,Blyderus,BR13B,1,Blyderus MKN,"POLYGON ((30.8174782318607 -24.334618303011965, 30.818395646686653 -24.33488874275658, 30.817880405854112 -24.336755176384656, 30.816931474725955 -24.336493628885343, 30.8174782318607 -24.334618303011965))"
439,Star Ruby,Essex,L58B,0.4,STR 4,"POLYGON ((30.8174782318607 -24.334618303011965, 30.818395646686653 -24.33488874275658, 30.817880405854112 -24.336755176384656, 30.816931474725955 -24.336493628885343, 30.8174782318607 -24.334618303011965))"
440,Star Ruby,Essex,L52 B,0.32,STR 4,"POLYGON ((30.83592134963878 -24.356510853858637, 30.83589142701447 -24.35565898954183, 30.837007973836254 -24.355635131056804, 30.83703602029492 -24.356533582000875, 30.836189727119486 -24.356549706701042, 30.83603456445763 -24.35654379926029, 30.83592134963878 -24.356510853858637))"
441,Star Ruby,Southampton,S09,0.88,STR 2,"POLYGON ((30.81575641916471 -24.342606545122067, 30.815422651655357 -24.343615480527994, 30.815308334882875 -24.34361796567522, 30.815080236984176 -24.343548159405284, 30.815007844204914 -24.34347855539873, 30.81496932481645 -24.343366336179503, 30.815078191472892 -24.342999507821496, 30.81575641916471 -24.342606545122067))"
442,Star Ruby,Southampton,S10,1.07,STR 2,"POLYGON ((30.81747687326948 -24.334615817432265, 30.81666063620244 -24.334375203330865, 30.817340772647903 -24.332241549481783, 30.818105904968643 -24.332458297492146, 30.81747687326948 -24.334615817432265))"
443,Star Ruby,Southampton,S11,1.07,STR 2,"POLYGON ((30.799232157573112 -24.3491738800304, 30.799863240299526 -24.34941109552331, 30.799617768123813 -24.350158564115226, 30.799232157573112 -24.3491738800304))"
444,Star Ruby,Southampton,S12,0.23,STR 2,"POLYGON ((30.736128171210577 -24.346065225793307, 30.73614387562585 -24.346052156661237, 30.736151355829385 -24.346049057826534, 30.736170559030587 -24.346047665729976, 30.736186033296615 -24.346051677501954, 30.736206038148673 -24.346065366723273, 30.73668298981167 -24.346464541380538, 30.7368793443174 -24.34663220139275, 30.7369114054475 -24.346661955956833, 30.73692193297436 -24.34667718918297, 30.736925888541588 -24.34668615064513, 30.736927227716404 -24.34669780180547, 30.736925504107205 -24.346708258943885, 30.73691368339277 -24.34674096500903, 30.73689386841506 -24.34677927833441, 30.735739858386943 -24.348826684509923, 30.735086869617447 -24.34999112089454, 30.73506136300888 -24.35003517565391, 30.735046838424807 -24.350057536356267, 30.735038658613416 -24.35006726436018, 30.735028643763297 -24.350074087669555, 30.73502013215783 -24.350075731847927, 30.73500461219154 -24.350073841073666, 30.734994217864692 -24.350070444446434, 30.734962844153547 -24.35005171012048, 30.7348261400105 -24.349952696724916, 30.73458976220829 -24.34979127706028, 30.734464943505188 -24.3496993883004, 30.734434445696525 -24.349679881841283, 30.734361341607404 -24.34964010857837, 30.73430338929583 -24.34961474885875, 30.73422911968535 -24.349592633656627, 30.734172814931735 -24.34958040933674, 30.734082314357277 -24.349569961310483, 30.734036182734457 -24.349559251098803, 30.734001476098694 -24.34954780677192, 30.73396543597836 -24.349531992482568, 30.733932179957023 -24.349508253165475, 30.733922789849903 -24.349497766871835, 30.7339149731867 -24.349481862569895, 30.733911335521825 -24.34946584169365, 30.73390823919039 -24.349433683366843, 30.733907963960934 -24.3494104265541, 30.733910234603982 -24.34937281444268, 30.733945739204366 -24.349087212919674, 30.733966656643357 -24.348981146504002, 30.73397381260933 -24.348953438836876, 30.73398475298038 -24.3489205281357, 30.733995830966165 -24.348893384634206, 30.73403264290649 -24.34881245559088, 30.734138675056098 -24.34856647109839, 30.734184569568622 -24.34847043423569, 30.734269615471888 -24.348309453182132, 30.734407023779987 -24.34805995723537, 30.73448415683626 -24.34792348650044, 30.734511266938114 -24.347879103720242, 30.73454305594079 -24.347833404485304, 30.734568927510068 -24.347801621873934, 30.734664736984286 -24.347700599321975, 30.735110577581956 -24.347302712642875, 30.735213028347545 -24.347205545525195, 30.735291132667157 -24.347124634048118, 30.735473145423835 -24.34692029347448, 30.735585456593068 -24.346787048313022, 30.73561381761258 -24.346755841190337, 30.735683566986246 -24.346684914668582, 30.7357366225769 -24.346624648132615, 30.735820884334267 -24.346508631437977, 30.735944455545763 -24.346326197622812, 30.73606651981145 -24.346152738864838, 30.73611358404918 -24.346082778562476, 30.736128171210577 -24.346065225793307))"
445,Star Ruby,Southampton,S13,1.02,STR 2,"POLYGON ((30.74240473516938 -24.35345307049083, 30.742404169994316 -24.35344277278642, 30.742448756026924 -24.35335824515585, 30.7425830792998 -24.353114959968543, 30.743346191226856 -24.35175364975546, 30.743483528766724 -24.351510793591103, 30.743532133821986 -24.35142683799114, 30.743540611447898 -24.351417827355604, 30.743551852151896 -24.351410361400394, 30.743557441105278 -24.351408902535546, 30.743567896843906 -24.35140787274851, 30.743598728234034 -24.351411466029717, 30.7440223255518 -24.35147582377585, 30.74423853026334 -24.35151063197113, 30.74444586285352 -24.351549457414585, 30.74452662213936 -24.351562626761105, 30.744557706767726 -24.351571151098465, 30.74457635754474 -24.35157887449104, 30.74458546314295 -24.351583336895445, 30.744599466925024 -24.351593978012758, 30.7446100168595 -24.351608738271043, 30.744612277559746 -24.351615946768455, 30.744612277559746 -24.351634826164776, 30.74460681420082 -24.351655193024108, 30.744590424124045 -24.351691521544954, 30.744387840263226 -24.352054860936597, 30.743756759510184 -24.35317723076279, 30.743561648519616 -24.35352226285969, 30.74341234810762 -24.35378219542023, 30.74335862507819 -24.353870384257554, 30.743339471923335 -24.353876906115126, 30.743329487163923 -24.353877935882128, 30.743302044774836 -24.353876219603897, 30.7432606300023 -24.353860172378702, 30.743018954866418 -24.35375196087012, 30.74247751715781 -24.353501612691268, 30.742436730357564 -24.353481675220895, 30.74242005769326 -24.353471377518815, 30.742412584823008 -24.353465656572958, 30.742406838876548 -24.35345879143746, 30.74240473516938 -24.35345307049083))"
446,Star Ruby,Southampton,S14,0.5,STR 2,"POLYGON ((30.736709787791877 -24.366566459474075, 30.737196579275622 -24.366791574840352, 30.737312969337857 -24.3668476996925, 30.73735615738843 -24.366870931058138, 30.7373751185172 -24.3668922271924, 30.737379305545637 -24.366901838616094, 30.73738049688706 -24.3669101307661, 30.737379883882888 -24.366925395792414, 30.737360881462727 -24.366965184437234, 30.737304487206416 -24.367069285345373, 30.736984719221233 -24.367632622080052, 30.736924658345863 -24.367733342885437, 30.736900767100295 -24.367768624726583, 30.73688235236527 -24.36777533054962, 30.736873559605563 -24.367774949146526, 30.736850941461924 -24.367766463442358, 30.73683670283522 -24.36775337935816, 30.7368087523729 -24.367720396032908, 30.736632819733956 -24.36748933173706, 30.736532749754375 -24.36736939286779, 30.73650478040443 -24.367333388298864, 30.73644588287112 -24.36725059808921, 30.736426957502598 -24.367221560482474, 30.736407362209523 -24.367187539177266, 30.73639362875626 -24.36715987460866, 30.736361193242658 -24.367083085063953, 30.736350306968724 -24.367048606032313, 30.736342993625726 -24.367018958123662, 30.736325017316982 -24.366934845508336, 30.736315303411015 -24.366900366439616, 30.736279462447612 -24.366796217214777, 30.736272093277567 -24.36676311116822, 30.736268297038453 -24.366735293943425, 30.736262937642053 -24.366660589166912, 30.736262937642056 -24.366637857348678, 30.73626829703845 -24.366606480306785, 30.73628638500129 -24.366567881943283, 30.736351339769072 -24.366460376063003, 30.73636532444404 -24.366440390342348, 30.736372749441134 -24.366432279088425, 30.73638103975743 -24.366427931047305, 30.736391122287912 -24.36642531541846, 30.736403855580928 -24.366427322390756, 30.736709787791877 -24.366566459474075))"
447,Du Roi,Essex,R35B ,0.75,DU ROI 2,"POLYGON ((30.80735807113427 -24.338386080883925, 30.806606021726168 -24.340652674238903, 30.805928442904072 -24.34017619765106, 30.806573864797674 -24.338178984140104, 30.80735807113427 -24.338386080883925))"
448,Star Ruby,Essex,L35,1.82,STR 6,"POLYGON ((30.803402767105553 -24.350417625696675, 30.80406962760488 -24.348419147859566, 30.80446253815158 -24.348539805429027, 30.804110441693446 -24.34870057122227, 30.804135465445167 -24.34902587999462, 30.804185577243203 -24.349826944318423, 30.804460194331256 -24.350176530119434, 30.803712384470852 -24.350503696933362, 30.803402767105553 -24.350417625696675))"
449,Star Ruby,Essex,L36,1.83,STR 6,"POLYGON ((30.740614090129 -24.36841525067355, 30.740626322665513 -24.368417976192514, 30.7406657580193 -24.36843516821575, 30.740771831544134 -24.368484018766488, 30.741352759190747 -24.368756984826618, 30.741499891369934 -24.36882784903019, 30.7415205752904 -24.368842113385107, 30.74152534850282 -24.368849207421782, 30.741526939573625 -24.368855691218336, 30.741526939573617 -24.368868048571322, 30.741518398035616 -24.368888720414763, 30.74145860726957 -24.369000470377554, 30.741316583265075 -24.36925188868904, 30.741290623688784 -24.36929483418691, 30.741283296389025 -24.369303453793155, 30.741273373131634 -24.369310090127126, 30.74126416166908 -24.369312531077508, 30.7412464505388 -24.36931321759467, 30.74123575503077 -24.369311542852188, 30.741221379636947 -24.369305832107578, 30.74116901884071 -24.369272250746505, 30.741153387101754 -24.369266311162836, 30.741141016466877 -24.369264331301615, 30.741052358066575 -24.369265570070496, 30.741038615530314 -24.36926761597862, 30.74102284455601 -24.369273097884168, 30.741010302135102 -24.3692801884853, 30.740976722167055 -24.36930627614096, 30.740963407416636 -24.369321379516606, 30.740934851882717 -24.369365774280617, 30.740921788354004 -24.36938156416903, 30.740900685730693 -24.36939941360517, 30.740878578220563 -24.36941337277699, 30.740808487364568 -24.369449681873952, 30.740754977141172 -24.36947157411927, 30.74068488628518 -24.36949438171439, 30.740500824515202 -24.369541980160115, 30.740439358937792 -24.36956059236848, 30.74040167568188 -24.369574322684095, 30.74038266657279 -24.36958309482908, 30.740363322501416 -24.369595680948407, 30.740350091491567 -24.369607885668977, 30.74031810259433 -24.3696472458874, 30.74029088690951 -24.369690496340098, 30.740243322266487 -24.36977348836986, 30.740221131015787 -24.369805907115097, 30.740211835812666 -24.369815136921485, 30.740197516175414 -24.369823603933554, 30.740182945316462 -24.369828485813958, 30.740136553041403 -24.369837563059207, 30.74004226116107 -24.36984473331959, 30.7400229170897 -24.3698493100809, 30.739973845116445 -24.36987265156331, 30.739959023035784 -24.36987631297236, 30.739946796912758 -24.369877075765977, 30.73991505923723 -24.369873719474594, 30.73990727136434 -24.369869142713277, 30.7399041729633 -24.369863498040928, 30.73990266563306 -24.369851140785187, 30.739914640534387 -24.369823680166203, 30.73995207256859 -24.369753655564992, 30.740002484390942 -24.36966440851529, 30.74022221964318 -24.369279349335205, 30.74029147309348 -24.369148300771336, 30.740307802504375 -24.36911321207968, 30.740317600150913 -24.369083462968312, 30.740317600150913 -24.369068969807703, 30.740301354480586 -24.369047153773927, 30.740263503743538 -24.369009318964284, 30.740256385795202 -24.368998868622015, 30.74025387357814 -24.368985367083006, 30.74025680449805 -24.368973314860263, 30.74032128473594 -24.368852029642778, 30.740466783974036 -24.36858623175154, 30.740513073186897 -24.36850476692345, 30.74055208019731 -24.368442643661645, 30.740570802668483 -24.36842056972006, 30.74059694908811 -24.368414952409005, 30.740614090129 -24.36841525067355))"
450,Star Ruby,Essex,L37,1.84,STR 6,"POLYGON ((30.819295879614703 -24.337300191520647, 30.819254552720157 -24.33748139405828, 30.8187268400667 -24.337618090709476, 30.81886671570978 -24.33721435873966, 30.819295879614703 -24.337300191520647))"
451,Star Ruby,Essex,L41,1.33,STR 6,"POLYGON ((30.800961177653225 -24.34308842310772, 30.8000745846704 -24.342819870046533, 30.800737585563244 -24.340834790450202, 30.801620815777664 -24.341102655351296, 30.800961177653225 -24.34308842310772))"
452,Star Ruby,Essex,L42,1.84,STR 6,
453,Star Ruby,Essex,L43,1.54,STR 6,"POLYGON ((30.732312643783935 -24.35514724859922, 30.732296898789826 -24.355130556808575, 30.732293091429625 -24.35512258582917, 30.732291068742803 -24.355102079715934, 30.73234589072374 -24.35499847377103, 30.732510921841605 -24.354701042776384, 30.73273115172378 -24.35430893039688, 30.73344823328196 -24.35303768300498, 30.73367643841222 -24.352635043985796, 30.733692702894537 -24.352612617728575, 30.733700803737076 -24.352607125583894, 30.733708213810104 -24.352604951609898, 30.73372234318663 -24.352603921832596, 30.73376341257441 -24.352619597306013, 30.733872491361215 -24.352667653503566, 30.734467181120035 -24.35294311849379, 30.73457663669022 -24.352995465417063, 30.734618208455835 -24.3530168618581, 30.73463346818248 -24.353028704257934, 30.734639810702614 -24.353036027093864, 30.734643578536353 -24.35304615320181, 30.734643515739126 -24.353055707212462, 30.734639559513695 -24.35307424313647, 30.734581723265773 -24.353180080013633, 30.73441217074742 -24.353479054721124, 30.73368271813511 -24.35474989722156, 30.733457150488473 -24.35514143614685, 30.73328514887819 -24.35543766472427, 30.733224047174353 -24.355539840094675, 30.73321274367313 -24.35555013762847, 30.733205396397338 -24.3555541994335, 30.73319465807118 -24.355556087314792, 30.73316319665944 -24.355550538088664, 30.733121010097026 -24.355532886024253, 30.732881468099485 -24.355421678613162, 30.732585434946795 -24.355281345593138, 30.732452658333877 -24.355217805795558, 30.732350361647804 -24.355167519422835, 30.732312643783935 -24.35514724859922))"
454,Star Ruby,Essex,L44,1.41,STR 6,"POLYGON ((30.797654984474015 -24.33563626563572, 30.796847363324982 -24.33775627115193, 30.79609162348835 -24.337665391044997, 30.79577941924634 -24.337340698633305, 30.79581683606749 -24.337128669980114, 30.796822389961296 -24.335416834184706, 30.797654984474015 -24.33563626563572))"
455,Star Ruby,Essex,L45,1.51,STR 6,"POLYGON ((30.81120926204141 -24.341620529789285, 30.812172803446277 -24.341867591687972, 30.81159064423306 -24.34361406932762, 30.811481289020264 -24.343607059378083, 30.81063146203649 -24.343323783716826, 30.81120926204141 -24.341620529789285))"
459,Eureka,Portsmouth,F13,3.09,EUREKA 3,"POLYGON ((30.731531096677287 -24.351497306860054, 30.73151385883795 -24.351493960054523, 30.731473480219705 -24.351477082976967, 30.7313695822043 -24.351429798549823, 30.730942341256657 -24.35122936177289, 30.730707542417353 -24.351116599986824, 30.730669047715963 -24.351096175851367, 30.73065604868956 -24.351084848165577, 30.73065108770847 -24.35107741079525, 30.7306492037916 -24.35106642637005, 30.730651024911243 -24.351055556365054, 30.730658372187037 -24.351033930775255, 30.73068508811881 -24.35098300637716, 30.730757888638344 -24.350851858772664, 30.73106356118858 -24.350312386606248, 30.73116609187146 -24.350138104735024, 30.7312626296373 -24.34998707634504, 30.731320995230824 -24.34990964423296, 30.73139955424554 -24.349828376286695, 30.731440690613464 -24.34978324368336, 30.7314855407025 -24.349729113819606, 30.73151915448298 -24.349684029983358, 30.731601412275477 -24.34956608192213, 30.731624220643397 -24.349536724318433, 30.73163596804982 -24.349524621395172, 30.73164840190116 -24.349517670229083, 30.731656534142324 -24.34951541038496, 30.731668497014446 -24.349515582018675, 30.73170375765854 -24.34952559398623, 30.731830890648688 -24.34958746786357, 30.732187390517836 -24.34977051496911, 30.732297285668622 -24.349828984770063, 30.732381967731957 -24.34987824356657, 30.732413209353396 -24.349901871759798, 30.732425611806125 -24.349935397443762, 30.732426647960402 -24.34994947136296, 30.73242501523245 -24.349961027994176, 30.732419080894307 -24.34998162396861, 30.732392266477515 -24.350032112533455, 30.732317757565284 -24.350162982253554, 30.731896670746085 -24.350885811931786, 30.731795881193506 -24.351063365317025, 30.731734025922925 -24.351176098768722, 30.731610472374822 -24.35140897394196, 30.731578916767226 -24.35146501158229, 30.73156510137683 -24.351486179446123, 30.731555210813227 -24.351493645397277, 30.731548899691703 -24.35149659173051, 30.731539856890727 -24.35149796477905, 30.731531096677287 -24.351497306860054))"
460,Valencia Late,Portsmouth,H60,2.56,VAL 7,"POLYGON ((30.823581630617706 -24.336748794618003, 30.824184807736074 -24.334891101067818, 30.82549893510038 -24.334068805529235, 30.824572091206985 -24.336878428925598, 30.824079350265123 -24.336774789686903, 30.823768432549038 -24.33674569797078, 30.823581630617706 -24.336748794618003))"
461,Valencia Late,Portsmouth,H61,2.66,VAL 7,
462,Star Ruby,Portsmouth,J05,4.86,J BLOKKE - STR,"POLYGON ((30.738425910008655 -24.361187754678365, 30.738906320346707 -24.361408742506477, 30.739021100752858 -24.36146387079122, 30.73906360374372 -24.36148672223758, 30.739076332310155 -24.36150014829191, 30.739081617270493 -24.361508692143634, 30.739084743585057 -24.361520897644464, 30.739084669148998 -24.36153269629413, 30.73908131952625 -24.36155588674229, 30.739029735335944 -24.36165495390853, 30.738878332387756 -24.361928964959084, 30.738226719109267 -24.3630854255806, 30.737812854609796 -24.3638155788867, 30.7377981162697 -24.363838158652566, 30.737789183942375 -24.363848465332406, 30.737777125300486 -24.363856805606062, 30.737765959891327 -24.36386039938231, 30.737744522305743 -24.363862840437406, 30.737699562924867 -24.36384649890013, 30.73758612236782 -24.363795033233192, 30.736867367762265 -24.363444063155516, 30.736798663277906 -24.36341375331336, 30.73679174072423 -24.363407650653535, 30.73678831666542 -24.36340154799344, 30.73678496704267 -24.363389342672974, 30.73678489260661 -24.363381409213716, 30.736788018921175 -24.3633698141564, 30.736793303881512 -24.363358422520136, 30.73785639970551 -24.361446238011162, 30.738061917670088 -24.36108136321959, 30.738071966538328 -24.361069767952554, 30.73807844247564 -24.361064343266182, 30.73808782141933 -24.361059664474094, 30.73811506501768 -24.36105485006443, 30.7381599499625 -24.361070649438098, 30.738276516834112 -24.36112048866832, 30.738425910008655 -24.361187754678365))"
463,Star Ruby,Portsmouth,J06,4.53,J BLOKKE - STR,"POLYGON ((30.736709787791877 -24.366566459474075, 30.737196579275622 -24.366791574840352, 30.737312969337857 -24.3668476996925, 30.73735615738843 -24.366870931058138, 30.7373751185172 -24.3668922271924, 30.737379305545637 -24.366901838616094, 30.73738049688706 -24.3669101307661, 30.737379883882888 -24.366925395792414, 30.737360881462727 -24.366965184437234, 30.737304487206416 -24.367069285345373, 30.736984719221233 -24.367632622080052, 30.736924658345863 -24.367733342885437, 30.736900767100295 -24.367768624726583, 30.73688235236527 -24.36777533054962, 30.736873559605563 -24.367774949146526, 30.736850941461924 -24.367766463442358, 30.73683670283522 -24.36775337935816, 30.7368087523729 -24.367720396032908, 30.736632819733956 -24.36748933173706, 30.736532749754375 -24.36736939286779, 30.73650478040443 -24.367333388298864, 30.73644588287112 -24.36725059808921, 30.736426957502598 -24.367221560482474, 30.736407362209523 -24.367187539177266, 30.73639362875626 -24.36715987460866, 30.736361193242658 -24.367083085063953, 30.736350306968724 -24.367048606032313, 30.736342993625726 -24.367018958123662, 30.736325017316982 -24.366934845508336, 30.736315303411015 -24.366900366439616, 30.736279462447612 -24.366796217214777, 30.736272093277567 -24.36676311116822, 30.736268297038453 -24.366735293943425, 30.736262937642053 -24.366660589166912, 30.736262937642056 -24.366637857348678, 30.73626829703845 -24.366606480306785, 30.73628638500129 -24.366567881943283, 30.736351339769072 -24.366460376063003, 30.73636532444404 -24.366440390342348, 30.736372749441134 -24.366432279088425, 30.73638103975743 -24.366427931047305, 30.736391122287912 -24.36642531541846, 30.736403855580928 -24.366427322390756, 30.736709787791877 -24.366566459474075))"
465,Star Ruby,Portsmouth,J07,2.54,J BLOKKE - STR,"POLYGON ((30.74655208396403 -24.355429227367267, 30.74656960439092 -24.35543334638448, 30.746731181661183 -24.35550542906557, 30.747213966757883 -24.35572974348748, 30.747479410644956 -24.35585554490912, 30.74752292912467 -24.35587802782922, 30.74753762367626 -24.355889869961374, 30.747543715007478 -24.35589719263178, 30.74754729444953 -24.355907318510834, 30.74754716885507 -24.355916872305528, 30.747543212629637 -24.35593540781054, 30.74748499959834 -24.356042214818128, 30.747314316729863 -24.35634410033586, 30.74657996593371 -24.35762755690603, 30.74617925681534 -24.358322345349702, 30.7461172759503 -24.358425719761247, 30.74610484209895 -24.358436531925165, 30.74609674125641 -24.358440822466438, 30.74608487258012 -24.358442881926333, 30.746073192295526 -24.358442023818228, 30.746050020118016 -24.358437390034002, 30.746002388419804 -24.35841773932501, 30.745882665502673 -24.358363420982247, 30.745394762431793 -24.358134219875893, 30.74513004071285 -24.3580066189517, 30.745089316709834 -24.357984565523548, 30.745081686846508 -24.357974525621227, 30.7450762548862 -24.357959508671236, 30.745077039851562 -24.35793496668103, 30.74513437372166 -24.357829332174042, 30.74530524498182 -24.35752864696149, 30.745532696545332 -24.357133139447562, 30.746044179975705 -24.356247302118327, 30.746448028955538 -24.355552825506468, 30.74651088898179 -24.355448907114095, 30.746524453183255 -24.35543655006355, 30.746532428431344 -24.35543151570967, 30.746542789974136 -24.355428769698563, 30.74655208396403 -24.355429227367267))"
466,Midknight,Portsmouth,J01,0.74,J BLOKKE - MKN,"POLYGON ((30.823581630617706 -24.336748794618003, 30.824184807736074 -24.334891101067818, 30.82549893510038 -24.334068805529235, 30.824572091206985 -24.336878428925598, 30.824079350265123 -24.336774789686903, 30.823768432549038 -24.33674569797078, 30.823581630617706 -24.336748794618003))"
467,Midknight,Portsmouth,J02,1.58,J BLOKKE - MKN,"POLYGON ((30.803402767105553 -24.350417625696675, 30.80406962760488 -24.348419147859566, 30.80446253815158 -24.348539805429027, 30.804110441693446 -24.34870057122227, 30.804135465445167 -24.34902587999462, 30.804185577243203 -24.349826944318423, 30.804460194331256 -24.350176530119434, 30.803712384470852 -24.350503696933362, 30.803402767105553 -24.350417625696675))"
468,Midknight,Portsmouth,J03,2.88,J BLOKKE - MKN,"POLYGON ((30.830188112892 -24.347897471935216, 30.82933225812269 -24.345758804151387, 30.83003311159066 -24.345518020137852, 30.8304610662149 -24.34658670889216, 30.830622392127697 -24.346526429447422, 30.8306999869182 -24.346715685034017, 30.830662135800882 -24.346991998190447, 30.830565615451718 -24.347173683553578, 30.83035175663887 -24.347836078106656, 30.830188112892 -24.347897471935216))"
469,Midknight,Portsmouth,J04,3.25,J BLOKKE - MKN,"POLYGON ((30.736709787791877 -24.366566459474075, 30.737196579275622 -24.366791574840352, 30.737312969337857 -24.3668476996925, 30.73735615738843 -24.366870931058138, 30.7373751185172 -24.3668922271924, 30.737379305545637 -24.366901838616094, 30.73738049688706 -24.3669101307661, 30.737379883882888 -24.366925395792414, 30.737360881462727 -24.366965184437234, 30.737304487206416 -24.367069285345373, 30.736984719221233 -24.367632622080052, 30.736924658345863 -24.367733342885437, 30.736900767100295 -24.367768624726583, 30.73688235236527 -24.36777533054962, 30.736873559605563 -24.367774949146526, 30.736850941461924 -24.367766463442358, 30.73683670283522 -24.36775337935816, 30.7368087523729 -24.367720396032908, 30.736632819733956 -24.36748933173706, 30.736532749754375 -24.36736939286779, 30.73650478040443 -24.367333388298864, 30.73644588287112 -24.36725059808921, 30.736426957502598 -24.367221560482474, 30.736407362209523 -24.367187539177266, 30.73639362875626 -24.36715987460866, 30.736361193242658 -24.367083085063953, 30.736350306968724 -24.367048606032313, 30.736342993625726 -24.367018958123662, 30.736325017316982 -24.366934845508336, 30.736315303411015 -24.366900366439616, 30.736279462447612 -24.366796217214777, 30.736272093277567 -24.36676311116822, 30.736268297038453 -24.366735293943425, 30.736262937642053 -24.366660589166912, 30.736262937642056 -24.366637857348678, 30.73626829703845 -24.366606480306785, 30.73628638500129 -24.366567881943283, 30.736351339769072 -24.366460376063003, 30.73636532444404 -24.366440390342348, 30.736372749441134 -24.366432279088425, 30.73638103975743 -24.366427931047305, 30.736391122287912 -24.36642531541846, 30.736403855580928 -24.366427322390756, 30.736709787791877 -24.366566459474075))"
470,Midknight,Southampton,M01B,1.72,MKN 1,"POLYGON ((30.81743979424336 -24.35241227819031, 30.818446633964044 -24.349859220327136, 30.81903559262532 -24.35005335145047, 30.818185461254558 -24.35214353525735, 30.81743979424336 -24.35241227819031))"
